index	sentence1	sentence2	label
77	Dem Baker seng Stëmm ersetzt déi fréier computersynthetiséiert Stëmm déi virdru benotzt gouf. BT sot datt seng Stëmm gewielt gouf well se direkt erkennbar war. Et huet him 11 Deeg gedauert fir 11.593 Sätze a Kläng opzehuelen déi duerno ofgebrach a vun engem Computer erëm zesummegesat kënne ginn fir nei Wierder ze maachen. Et huet dunn fënnef Méint gedauert fir dës Opzeechnungen ze veraarbecht fir e funktionnable Service ze maachen. BT hu gesot datt et keng Barrièren gëtt fir wat dem Tom Baker seng Stëmm kann 'soen' och ruppeg Wierder. "Wat mech am meeschten ufällt ass de Gedanken datt ech gutt Neiegkeete fir d'Leit bréngen egal ob et e frech Message ass e Gebuertsdagsbegréissung oder just e séieren Hallo" sot de Baker.	Den Tom Baker schafft fir BT.	1
78	Den norwegesche Nobelcomité ass verantwortlech fir d'Auswiel vun de Kandidaten an d'Wiel vun de Präis Gewënner fir de Friddenspräis. De Komitee besteet aus fënnef Memberen déi vum Storting (norwegescht Parlament) ernannt ginn. De Friddenspräis gëtt zu Oslo an Norwegen ausgezeechent an net zu Stockholm a Schweden wéi déi aner Nobelpräisser.	Friddensnobelpräis Kandidate goufen gewielt.	0
79	Méi wéi 150 Delfinen Marineschildkröten a Schnéiwale sinn op de Plagen an Afrika dout opgewäsch ginn.	Dout Delfinen Schildkröten a Wale goufen op afrikanesche Plage fonnt.	1
80	Endon gouf fir hir bescheiden unassuming Perséinlechkeet respektéiert. Si gouf populär als "Kak Endon" oder "Elder Sister Endon" bezeechent. Si huet entdeckt datt si Kriibs am Joer 2002 hat nodeems hir Zwillingsschwëster Noraini virdru mat der Krankheet diagnostizéiert gouf. Noraini gestuerwen an 2003. Endon huet eng Broscht ewechgeholl a reesen regelméisseg an d'USA fir Behandlung. Si ass zréck op Malaysia aus Los Angeles op 1. Oktober no fënnef Ronnen vun Chemotherapie zënter Juli. Den Endon war zudéifst u Sensibiliséierungsprogrammer fir Brustkrebs involvéiert d'Haaptursaach vu Krankheet-relatéierten Doudesfäll fir malaysesch Fraen. Si huet gesot datt si refuséiert huet sech selwer leed ze fillen a sech glécklech gefillt datt si déi bescht medizinesch Behandlung konnt kréien.	Noraini hat eng Zwillingsschwëster genannt Endon.	1
81	D'Kläger an dësem rezentste Prozess behaapten datt Lee Perlmutter Arthur Lieberman an Avi Arad am schlechte Glawe verschwonnen hunn fir finanziell Interessen an de Lee seng Kreatiounen déi dem Stan Lee Media zougewisen goufen am Joer 1998 ze verstoppen an ze mëssbrauchen. zu Brasilien Contributiounen zu Bill an Hillary Clinton Paul d'Ausliwwerung a méi. Am Joer 2007 huet SLM e Prozess vun 5 Milliarden Dollar agereecht an deem se Co-Besëtzer vun all dem Stan Lee seng Kreatiounen fir Marvel behaapt huet.	D'Hillary Clinton ass dem Bill seng Schwëster.	0
82	Den Alex Da Silva e Salsa-Danzinstruktor a Choreograph vum Fox sengem "So You Think You Can Dance" gouf e Samschdeg festgeholl wéinst Verdacht vu sexuell iwwerfalen véier vu senge Studenten no enger Ausso vum Los Angeles Police Department. Den Da Silva 41 gëtt virgeworf d'Studenten a sengen zwee Heiser am San Fernando Dall an de leschte sechs Joer iwwerfalen ze hunn sot d'Police. Hie gëtt amplaz vun $ 38 Milliounen Kautioun festgehalen. D'Autoritéite soten datt déi véier Affer all Studenten vum Da Silva waren an der Zäit vun den Attentater.	Den Alex Da Silva ass e Student vum Salsa Danz.	0
83	D'Ruth ass zréck vu senge 1925 Krankheeten a Probleemer zréckgezunn fir d'Amerikanesch Liga an Heemlafe mat 47 28 Heemlafe méi wéi iergendeen aneren ze féieren.	D'Ruth huet 47 Lafen a senger Liewensdauer geschloen.	0
84	En Dënschdeg 7. Oktober 2003 gouf den Arnold Schwarzenegger zum Gouverneur vu Kalifornien gewielt.	Den Arnold Schwarzenegger gouf zum Gouverneur vu Kalifornien gewielt.	1
85	Patricia Amy Messier an Eugene W. Weaver sech bestuet 28. Mee zu St Clare Réimesch Kathoulesch Kierch am North Palm Beach.	Eugene W. Weaver ass de Mann vun Patricia Amy.	1
86	Den 28. Abrëll 1945 op der Piazzale Loreto zu Mailand goufen de Benito Mussolini a seng Meeschtesch Clara Petacci erschoss an an engem Spektakel opgehang dat ëmmer erëm fotograféiert gouf.	Dem Mussolini seng Meeschtesch war d'Clara Petacci.	1
87	Zwielef vun de Jupitermounde si relativ kleng a schénge méi wahrscheinlech gefaange ze sinn wéi se an der Ëmlafbunn ëm de Jupiter geformt sinn.	De Jupiter huet zwielef Mounden.	0
88	Zapatero huet déi folgend Stied a véier Deeg besicht: Brasilia São Paulo Buenos Aires a Santiago de Chile. Laut offiziellen Quellen sinn dës Visite de leschten Deel vum Projet deen hien um EU-Latäinamerikanesche Sommet zu Guadalajara Mexiko ugefaang huet an an der ibero-amerikanescher Versammlung zu Costa Rica am November verfollegt huet.	Zapatero huet un der Ibero-amerikanescher Versammlung zu Costa Rica deelgeholl.	1
89	Jakarta läit op engem nidderegen flaach alluvial Einfache mat historesch extensiv sumpfeg Beräicher; déi Deeler vun der Stad méi wäit am Land sinn liicht méi héich.	D'Deeler vu Jakarta ewech vun der Küst sinn op liicht méi héicht Land.	1
90	Suen aus dem Verkaf gesammelt ginn an e Vertraue fir d'Famill Hepburn.	Den Erléis geet un d'Famill Hepburn.	1
91	Als aktive Member vun der Nationalgarde gouf hien 1941 op d'Pflicht geruff. Och wann de Kennon keen aktive Kampf gesinn huet ass hien aus dem Zweete Weltkrich eréischt am Mee 1945 heem komm.	Kennon huet net um Zweete Weltkrich deelgeholl.	0
92	D'Auburn High School Athletic Hall of Fame huet viru kuerzem seng Klass vun 2005 agefouert déi 10 Memberen enthält.	D'Auburn High School Athletic Hall of Fame huet zéng Memberen.	0
93	MEXICO CITY (Reuters) - En déidleche Stamm vun der Schweinegripp déi ni virdru gesinn huet ass a Mexiko ausgebrach sou vill wéi 60 Leit ëmbréngen an Ängscht erhéijen datt et sech iwwer Nordamerika verbreet. D'Weltgesondheetsorganisatioun sot et wier besuergt iwwer dat wat se 800 "influenza-ähnlech" Fäll a Mexiko genannt huet an och iwwer e bestätegt Ausbroch vun enger neier Schweinegrippstamm an den USA. Et huet gesot datt ongeféier 60 Leit a Mexiko gestuerwen sinn. D'Mexikanesch Regierung sot et hätt bestätegt datt op d'mannst 16 Leit un der Schweinegripp am Mëttel Mexiko gestuerwen sinn an datt et nach 45 déidlech Affer kéinte ginn.	800 Mexikaner si vun enger neier Form vu Schweinegrippe betraff.	1
94	D'Dokteren déi den Ayrton Senna behandelt hunn nodeems hien während dem San Marino Grand Prix gefall ass hunn d'Behaaptungen ofgeleent datt de brasilianesche Chauffer op der Imola Streck gestuerwen ass.	Den Ayrton Senna hat den Accident deen säin Doud am San Marino Grand Prix verursaacht huet.	1
95	Zwee tierkesch Ingenieuren an en afghaneschen Iwwersetzer deen am Dezember entfouert goufen goufen e Freideg befreit.	Iwwersetzer entfouert am Irak	0
96	Erfollegräich Kläger kruten bestrooft Schuedenersaz an Texas Diskriminatiounsfäll 53% vun der Zäit.	Gesetzeskäschte fir bestrooft Schuedenersaz ze recuperéieren sinn en abzugsbar Geschäftskäschte.	0
97	Mat den Hoteler vun der Stad an der Mëtt vun engem plötzleche Verloscht am Geschäft sichen d'Betreiber Lounschnëtt an aner Konzessiounen vun de Gewerkschaften déi 27.500 Bellhops Haushälter a Kelner representéieren. Awer d'Gewerkschafte zéien eng Linn iwwer Hotellobbyen vum High-End Carlyle bis zum méi budgetäre Ramada Inn a soten datt se kee Besoin gesinn elo ze béien datt d'Bedreiwer d'Tariffer reduzéieren an engem Effort fir eidel Zëmmer mat Touristen Exekutoren ze fëllen. an aner reesend. Et ass vill ze fréi fir d'finanziell Gesondheet vun der Industrie ze beurteelen sot de Peter Ward President vum New York Hotel and Motel Trades Council eng Allianz vun Hotel Gewerkschaften.	Den New York Hotel and Motel Trades Council ass eng Allianz vun Hotel Gewerkschaften.	1
98	D'Entdeckung baséiert op Geschwindegkeetsmiessunge vun engem Whirlpool vu waarme Gas deen dat schwaarzt Lach ëmkreest.	Hubble entdeckt schwaarz Lächer.	0
99	Eng Plaz vu Trauer nodeems de Poopst Johannes Paul II gestuerwen ass gouf eng Plaz fir ze feieren wéi réimesch kathoulesch Gleeweger sech am Zentrum vu Chicago versammelt hunn fir d'Installatioun vum neie Poopst Benedikt XVI ze markéieren.	De Poopst Johannes Paul II ass gestuerwen.	1
100	Fir Mëttegiessen sinn ech op Cipriani gaang. Déi gutt Saach iwwer Cipriani ass datt et alles italienesch ass. All eenzel Persoun ass italienesch. Och den amerikanesche Sommelier ass italienesch. Jiddereen schwätzt Italienesch. Et ass e gutt Gefill. Ech betruechten Cipriani als ee vun de raffinéiertsten Servicer déi ech jeemools an engem Restaurant haten. Fir Mëttegiessen hat ech Spaghetti a la Chitarra mat Amatriciana Zooss. Ech hat Rëndfleesch Tartar. Ech hat frittéiert Seafood gemëscht. Ech hat och déi frësch Nuddelen mat der Enten Ragú. Et war aussergewéinlech. Duerno krut ech en Teller Parmesan mat gréngen Oliven an ech krut de ganze geréischten Branzino. Et war ech an eng aner Persoun. Mir haten e puer Glieser Wäin. Mir kruten keen Dessert; mir haten e Glas ze vill Wäin also mir waren ganz voll. Mir sinn do wéi eng Stonn bliwwen just de Wäin fäerdeg well mäi Frënd eng Fläsch bestallt huet.	Amatriciana ass eng Zooss.	1
101	Eng Schouldinnerdame fuerdert Schuedenersaz vun engem Teenager deen si schwéier blesséiert huet wärend hien mat engem Frënd gespillt huet. Wann hatt erfollegräich ass kënnen d'Schüler legal haftbar ginn fir boisterous Verhalen dat zu Accidenter resultéiert. D'Michelle Orchard 42 sicht Honnerte vun Dausende vun Pond Schuedenersaz vum Sebastian Lee deen 13 war wéi hien an der Mëttespaus an der Corfe Hills School Corfe Mullen Dorset am Januar 2004 an hatt gerannt ass. Verfollegung trommelt an hir no hannen schloen si mat de Réck vu sengem Kapp an d'Gesiicht Senior Riichter um Cour vun Appel gëschter héieren. Dem Madame Orchard seng Nues war gebrach an hir Zänn waren beschiedegt. Hir Affekote soen datt si och e eeschte Gehirschued gelidden huet wat zu deelweis Lähmung a Balanceproblemer féiert. Si kann zënter dem Accident net schaffen.	D'Michelle Orchard fuerdert Honnerte vun Dausende vu Pond vum Sebastian Lee well si eng nei Nues wëll.	0
102	Den Nagin huet säi Plang verdeedegt fir bis zu 180.000 Leit an d'Stad zréckzekommen bannent enger Woch an eng hallef trotz Bedenken iwwer d'Kürzung vun Drénkwaasser a staark verschmotzt Iwwerschwemmungswaasser.	Dausende vu Leit ginn erwaart dës Woch op New Orleans zréckzekommen well Gebidder vun der Stad fir d'Awunner opgemaach sinn.	0
103	D'Entdeckung vum Kierper vun engem Krieger - geduecht an der Schluecht gestuerwen virun méi wéi 2.000 Joer - konnt Archäologen hëllefen de Site vun engem antike hellege Site ze identifizéieren. De jonke Krieger am Alter vu ronn 30 Joer mat sengem Spuer engem Schwäert sengem Gürtel a sengem Schiet huet d'Archäologen erstaunt déi säi Steen Sarg fonnt hunn.	Altai Ice Maiden léist grousse Sträit aus.	0
104	Toshiba huet eng Brennstoffzelle produzéiert ouni bewegt Deeler.	Toshiba huet keng bewegt Deeler.	0
105	Déi britesch Tabloiden hunn den Nicholas Leeson als en Aarbechterklass Béis duergestallt deen eleng d'Barings PLC eng 233 Joer al London Handelsbank déi gehollef huet d'Napoleonesch Kricher ze finanzéieren.	Barings war déi eelst Handelsbank vu Groussbritannien.	0
106	Den Artikel ernimmt och déi méi grouss Prävalenz vun Adipositas tëscht zwou Minoritéitspopulatiounen Afro-Amerikaner an Hispanic / Latino awer betruecht net a senger Analyse vun der Erhéijung vun der Adipositas d'Erhéijung vun dësen Populatiounen als Undeel vun der Bevëlkerung vun den USA. Afro-Amerikaner an Hispanic / Latinos hunn eng méi héich Tariffer vun Obesitéit wéi White Amerikaner iwwerdeems asiatesch-Amerikaner hunn eng relativ niddereg Taux vun Obesitéit. Trotz nëmmen een Drëttel vun der US Bevëlkerung representéieren Afro-Amerikaner an Hispanic / Latinos ongeféier d'Halschent vum Bevëlkerungswuesstem.	Afro-Amerikaner sinn eng Minoritéit an den USA	1
107	Den Tyson deen dräi Joer Prisong fir Vergewaltegung an den 1990er Joren gedéngt huet an deen en Deel vum Evander Holyfield sengem Ouer während engem Kampf 1997 ofgebass huet denkt ëmmer nach datt hien erëm Schwéiergewiicht Champion ka ginn.	De Mike Tyson huet 1990 dem Holyfield säin Ouer gebass.	0
108	D'Universitéit huet sech och entschëllegt fir den Zwëschefall a seet: "[mir] si ganz leed datt den Tëschefall geschitt ass an d'Persoun wäert laut Gesetz behandelt ginn. D'Uni ass eng Plaz fir Diskussioun Debatt an iwwerluecht Argumenter net fir Schongwerfen" . Dem Staatsminister no wier et ni eng richteg Gefor fir de Premier. De Mann kënnt den 10. Februar viru Riichter.	E Mann huet de Premier mat engem Schong geheit.	1
109	Néng Méint méi spéit gëtt den John Glenn den éischten amerikanesche Mann deen d'Äerd ëmkreest.	Den John Glenn war den éischte Mënsch an der Ëmlafbunn.	0
110	D'Police seet datt hien orange Overalls eng Balaclava an eng Pistoul unhat wéi hien $ 6300 aus Cherrywood um 15:15 Auer geklaut huet. Ausserhalb vun der Bank huet Leatham probéiert en Auto ze kapen hien huet en ale Mann mat senger Pistoul menacéiert schlussendlech e schwaarze Mitsubishi Mirage geklaut. Den Auto gouf spéider opginn ronderëm Fairmont Terrace an der Glenn Terrace oder Ridge Street Area fonnt.	Kanner an Neuseeland si gezwongen orange Overalls unzedoen.	0
111	Bis 1799 goufen d'Priester nach ëmmer a Prisong oder an d'Strofkolonien deportéiert an d'Verfollegung gouf eréischt verschlechtert nodeems d'franséisch Arméi gefouert vum Generol Louis Alexandre Berthier Roum ageholl huet an de Poopst Pius VI agespaart huet deen am August a Gefaangenschaft zu Valence Drôme Frankräich stierft. vum 1799.	Den Alexandre Berthier ass 1799 gestuerwen.	0
112	D'Team vun 10 Mann soll Enn Abrëll um Fouss vum Bierg ukommen an hunn Ufank Mee hir Rees op den 8.586 Meter Peak ugefaangen.	Kanchenjunga ass 8586 Meter héich.	0
113	ISLAMABAD Pakistan (CNN) - Taliban-Militanten hunn hir déifste Invasioun a Pakistan dës Woch gemaach d'Kontroll iwwer Gebidder erfaasst déi e kuerze Fahrt vun der Haaptstad sinn. E pakistanesche Regierungsbeamten sot datt d'Militanten sech e Freideg komplett aus dem Buner Distrikt zréckgezunn hunn obwuel aner Beamten Zweifel iwwer d'Ausmooss vum Austrëtt a wéi laang et géif daueren. Buner ass nëmmen 60 Meilen ausserhalb vun Islamabad. D'Situatioun ass besonnesch beonrouegend well Pakistan en nuklearbewaffnete Staat ass. D'islamesch Republik gëtt gegleeft tëscht 30 an 40 Atomsprengkäpp ze hunn laut der U.N. Nuklear Iwwerwaachung der International Atomic Energy Agency (IAEA).	Dem Pakistan säin Atomarsenal mécht Suergen.	1
114	Freideg 25. Mäerz 2005 Dem Terri Schiavo säi Papp huet e Last-Minute Appel gemaach fir seng Duechter hir Ernärungsröhr e Freideg erëm anzesetzen. "Terri schwächt sech. Si ass bis op hir lescht Stonnen" sot de Bob Schindler dem Schiavo säi Papp. "Eppes muss séier gemaach a gemaach ginn." De Bob Schindler a seng Fra Mary hunn e Freideg en Noutappel gemaach fir e Fütterungsröhr an hir 41 Joer al Duechter erëm anzesetzen. Fréier Freideg huet den US Distriktsriichter James Whittemore de fréiere Appel vun der Famill refuséiert. E Mëttwoch huet hien eng ähnlech Demande refuséiert. Den neien Appel gëtt am 11. Circuit Court of Appeals zu Atlanta agereecht obwuel dat Geriicht zweemol virdrun den Appel vun der Famill refuséiert huet. De Rouer gouf e Freideg 18. Mäerz 2005 ewechgeholl.	Bob Schindler bestuet Mary.	1
115	95% vum Golf vu Mexiko d'Uelegproduktioun ass elo aus dem Service no Katrina zesumme mat méi wéi 83% vun der Äerdgasproduktioun.	Crude Ueleg Präisser hu frësch Héichten getraff wéi Ängscht iwwer d'Ausmooss vum Schued gemaach vum Hurrikan Katrina un d'Uelegoutput am Golf vu Mexiko wuessen.	0
116	Toshiba den drëttgréissten Notebook Computer Hiersteller op der Welt hannert Dell Inc. an Hewlett-Packard Co. sot datt de PC fréi 2006 a Japan agefouert gëtt.	Toshiba ass eng Duechtergesellschaft vun Dell Inc.	0
117	Hacking huet seng Fra den 19. Juli e Méindeg vermësst.	De Mark Hacking gouf e Méindeg an de Salt Lake County Prisong gebucht.	0
118	Déi britesch Mountaineer Alison Hargreaves gëtt déi éischt Fra déi eleng an ouni Sauerstoffbehälter op de Mount Everest klëmmt.	Eng Fra bréngt et fäerdeg den Everest Solo ze klammen.	1
119	DEN 29. Juni ass déi hollännesch Rietskoalitiounsregierung zesummegebrach. Si bestoung aus de Chrëschtdemokraten (CDA) ugefouert vum Premier Jan Peter Balkenende der rietsliberaler Partei (VVD) an der sougenannter 'lénksliberaler' D66.	Dräi Parteien bilden eng hollännesch Koalitiounsregierung.	1
120	D'Kinston Indianer sinn eng kleng Liga Baseball Team zu Kinston North Carolina. D'Equipe e Klass A Partner vun de Cleveland Indianer spillt an der Carolina League.	Kinston Indianer huelen un der Carolina League deel.	1
121	D'Molly Walsh 21 e George Washington University Student an enger CVS Apdikt zu Washington DC sot datt si keng vun de Buttek-Mark Medikamenter doheem géif werfen déi si kaaft huet fir Suen ze spueren. Si huet och net geplangt fir déi generesch Produkter ze stoppen.	Molly Walsh plangt opzehalen déi generesch Produkter ze kafen.	0
122	Déi nei proposéiert Distanz ass vill méi no wéi déi aktuell Positiounen op 2.870.972.200 Kilometer vun der Sonn fir Uranus a 4.498.252.900 Kilometer fir Neptun.	De Mound Titan huet en Duerchmiesser vu 5100 Kilometer.	0
123	De britesche Premier Tony Blair sot datt d'Evenementer vun haut kéinten "Geschicht nei maachen" an "déi schwéier Ketten vun der Geschicht entkommen". De Blair sot: "Kuckt zréck a mir gesinn Joerhonnerte geprägt vu Konflikt Schwieregkeeten souguer Haass ënner de Leit vun dësen Inselen." Dem Blair säi Virgänger de Sir John Major sot: "D'Vue vu Leit déi eemol total antagonistesch zuenee waren déi sech sëtzen fir d'Zukunft vun Nordirland ze plangen ass ganz attraktiv" a bäigefüügt "Ech hunn ëmmer vun Ufank un gegleeft datt et méiglech wier awer datt et géif schwéier sinn an datt et laang dauert."	Blair gehéiert zu der Kierch vun England.	0
